Thu Mar 29 18:47:30 2018, Humidity,T in C,T in F,mS1,mS2,mS3,mS4,mS5,mS6,mS7,mS8,mS9,mS10,mS11,mS12,mS13,mS14,mS15,mS16,p1,p2,p3,p4
Fri Apr  6 11:10:48 2018, 61.40,22.90,73.22,792,823,883,888,892,889,888,888,880,884,897,892,0,893,884,886,0,0,0,0,
Fri Apr  6 11:15:48 2018, 61.40,22.90,73.22,792,823,883,888,893,889,888,888,880,885,897,892,0,894,884,885,0,0,0,0,
Fri Apr  6 11:20:48 2018, 61.40,22.90,73.22,792,823,883,888,892,889,888,888,880,884,897,892,0,894,884,887,0,0,0,0,
Fri Apr  6 11:25:48 2018, 61.40,22.90,73.22,792,823,883,888,892,889,888,887,880,884,897,891,17,894,884,886,0,0,0,0,
Fri Apr  6 11:30:48 2018, 61.30,22.90,73.22,792,823,883,888,893,889,888,888,880,885,897,891,0,894,884,886,0,0,0,0,
Fri Apr  6 11:35:48 2018, 61.30,22.90,73.22,792,822,884,889,892,889,888,888,880,884,897,891,0,894,884,886,0,0,0,0,
Fri Apr  6 11:40:48 2018, 61.30,22.90,73.22,792,823,882,889,893,889,888,889,880,884,898,892,0,894,884,886,0,0,0,0,
Fri Apr  6 11:45:48 2018, 61.30,22.90,73.22,792,823,883,888,892,888,888,888,880,884,897,892,0,894,884,886,0,0,0,0,
Fri Apr  6 11:50:48 2018, 61.30,22.90,73.22,792,823,882,888,893,889,888,888,880,884,897,891,0,894,884,885,0,0,0,0,
Fri Apr  6 11:55:49 2018, 61.30,22.90,73.22,792,823,883,888,892,889,888,887,880,884,897,892,0,894,884,886,0,0,0,0,
Fri Apr  6 12:00:49 2018, 61.30,22.90,73.22,791,823,883,888,892,889,888,888,880,884,897,892,0,895,884,886,0,0,0,0,
Fri Apr  6 12:05:49 2018, 61.30,22.90,73.22,792,823,883,888,892,889,888,888,880,885,896,891,0,894,884,886,0,0,0,0,
Fri Apr  6 12:10:49 2018, 61.40,22.90,73.22,793,823,882,889,892,889,887,888,880,884,898,892,0,894,885,886,0,0,0,0,
Fri Apr  6 12:15:49 2018, 61.40,22.90,73.22,792,823,883,888,892,889,888,888,880,884,897,892,0,894,884,886,0,0,0,0,
Fri Apr  6 12:20:49 2018, 61.30,22.90,73.22,793,823,883,888,892,889,888,888,880,884,898,891,0,894,884,886,0,0,0,0,
Fri Apr  6 12:25:49 2018, 61.20,22.90,73.22,792,822,883,888,892,888,889,888,880,884,897,892,0,894,884,886,0,0,0,0,
Fri Apr  6 12:30:49 2018, 61.30,22.90,73.22,793,823,883,888,892,889,887,888,880,884,897,892,0,894,884,886,0,0,0,0,
Fri Apr  6 12:35:49 2018, 61.30,22.90,73.22,792,823,883,889,892,889,888,888,879,884,898,892,0,893,884,887,0,0,0,0,
Fri Apr  6 12:40:49 2018, 61.30,22.90,73.22,792,822,883,888,892,888,888,888,880,885,897,891,0,894,884,886,0,0,0,0,
Fri Apr  6 12:45:49 2018, 61.20,22.90,73.22,792,823,882,889,892,889,888,887,880,884,898,892,0,894,884,886,0,0,0,0,
Fri Apr  6 12:50:49 2018, 61.30,22.90,73.22,792,822,883,889,892,889,888,888,880,885,898,891,1,894,884,886,0,0,0,0,
Fri Apr  6 12:55:49 2018, 61.20,22.90,73.22,792,823,883,888,892,889,888,888,880,884,897,891,0,894,884,887,0,0,0,0,
Fri Apr  6 13:00:49 2018, 61.00,22.90,73.22,792,823,882,888,893,888,889,888,880,885,898,892,0,894,884,887,0,0,0,0,
Fri Apr  6 13:05:50 2018, 60.90,22.90,73.22,793,823,882,888,892,889,888,887,880,884,898,892,0,894,886,886,0,0,0,0,
Fri Apr  6 13:10:50 2018, 61.00,22.90,73.22,792,823,883,888,892,889,888,888,881,884,898,891,0,894,885,887,0,0,0,0,
Fri Apr  6 13:15:50 2018, 61.00,22.90,73.22,792,823,883,888,892,889,888,887,880,884,898,891,0,894,884,886,0,0,0,0,
Fri Apr  6 13:20:50 2018, 61.00,22.90,73.22,792,823,882,888,893,888,888,888,880,885,897,892,0,894,884,886,0,0,0,0,
Fri Apr  6 13:25:50 2018, 61.00,22.90,73.22,792,822,883,888,893,889,888,888,880,884,898,890,0,894,884,886,0,0,0,0,
Fri Apr  6 13:30:50 2018, 61.10,22.90,73.22,792,824,882,888,892,889,888,888,880,884,898,891,0,894,884,886,0,0,0,0,
Fri Apr  6 13:35:50 2018, 61.10,22.90,73.22,791,823,883,888,891,889,888,888,880,885,898,891,0,895,884,886,0,0,0,0,
Fri Apr  6 13:40:50 2018, 61.00,22.90,73.22,792,823,883,888,893,889,888,888,880,885,898,891,0,894,884,886,0,0,0,0,
Fri Apr  6 13:45:50 2018, 61.10,22.90,73.22,792,824,883,888,892,889,888,888,880,884,898,891,0,894,884,886,0,0,0,0,
Fri Apr  6 13:50:50 2018, 61.20,22.90,73.22,786,822,883,888,892,889,888,888,881,884,898,891,0,894,884,886,0,0,0,0,
Fri Apr  6 13:55:50 2018, 61.20,22.90,73.22,792,823,883,888,892,889,888,888,880,884,897,892,0,894,884,886,0,0,0,0,
Fri Apr  6 14:00:50 2018, 61.20,22.90,73.22,793,823,883,888,892,889,888,888,880,884,898,892,0,894,884,886,0,0,0,0,
Fri Apr  6 14:05:51 2018, 61.20,22.90,73.22,792,823,883,888,56.50,22.80,73.04,792,825,880,891,891,889,888,888,880,885,899,891,2,893,883,884,0,0,0,0,
Fri Apr  6 14:10:51 2018, 56.40,22.70,72.86,791,825,880,891,892,889,888,888,880,885,899,891,0,893,883,884,0,0,0,0,
Fri Apr  6 14:15:51 2018, 56.50,22.70,72.86,791,825,880,891,891,888,888,888,880,885,898,891,0,893,884,884,0,0,0,0,
Fri Apr  6 14:20:51 2018, 56.50,22.80,73.04,792,825,880,890,891,889,888,888,880,885,898,892,16,893,883,884,0,0,0,0,
Fri Apr  6 14:25:51 2018, 56.50,22.80,73.04,791,825,879,890,892,888,888,888,878,885,899,891,0,893,884,884,0,0,0,0,
Fri Apr  6 14:30:51 2018, 56.50,22.70,72.86,791,825,879,891,891,888,888,888,880,885,898,892,0,893,884,884,0,0,0,0,
Fri Apr  6 14:35:51 2018, 56.50,22.70,72.86,792,825,880,891,891,889,888,888,880,885,899,891,0,893,883,884,0,0,0,0,
Fri Apr  6 14:40:51 2018, 56.60,22.70,72.86,791,825,880,890,891,888,888,888,880,884,898,891,3,894,884,884,0,0,0,0,
Fri Apr  6 14:45:51 2018, 56.60,22.80,73.04,792,825,879,891,890,888,888,888,880,884,899,892,3,893,883,884,0,0,0,0,
Fri Apr  6 14:50:51 2018, 56.60,22.80,73.04,791,825,880,891,892,889,887,888,880,886,899,892,4,893,884,884,0,0,0,0,
Fri Apr  6 14:55:51 2018, 56.50,22.70,72.86,791,824,880,890,891,888,888,888,879,885,899,891,0,893,884,884,0,0,0,0,
Fri Apr  6 15:00:51 2018, 56.50,22.70,72.86,791,825,879,891,891,889,888,888,880,885,899,892,0,893,884,884,0,0,0,0,
Fri Apr  6 15:05:51 2018, 56.60,22.80,73.04,792,825,879,891,892,888,888,888,880,885,898,891,0,894,884,883,0,0,0,0,
Fri Apr  6 15:10:52 2018, 56.50,22.70,72.86,792,825,879,891,891,888,888,888,879,885,898,892,0,893,884,884,0,0,0,0,
Fri Apr  6 15:15:52 2018, 56.60,22.70,72.86,791,825,879,891,892,888,889,888,880,885,899,892,0,893,884,883,0,0,0,0,
Fri Apr  6 15:20:52 2018, 56.60,22.70,72.86,791,825,879,891,891,888,888,888,880,885,899,892,0,893,884,883,0,0,0,0,
Fri Apr  6 15:25:52 2018, 56.60,22.70,72.86,792,825,879,891,891,889,888,888,879,885,898,891,0,893,884,883,0,0,0,0,
Fri Apr  6 15:30:52 2018, 56.50,22.70,72.86,791,825,879,891,892,889,888,888,879,885,899,892,0,893,884,884,0,0,0,0,
Fri Apr  6 15:35:52 2018, 56.60,22.80,73.04,791,825,879,891,891,888,888,889,879,885,898,891,0,893,884,884,0,0,0,0,
Fri Apr  6 15:40:52 2018, 56.50,22.70,72.86,792,824,879,891,891,888,888,888,880,885,899,891,0,893,884,884,0,0,0,0,
Fri Apr  6 15:45:52 2018, 56.40,22.70,72.86,792,825,880,891,891,888,888,889,880,885,899,892,0,893,883,884,0,0,0,0,
Fri Apr  6 15:50:52 2018, 56.40,22.70,72.86,791,825,879,890,891,889,886,888,879,885,899,891,0,893,883,884,0,0,0,0,
Fri Apr  6 15:55:52 2018, 56.40,22.70,72.86,791,825,879,891,891,889,888,888,880,885,899,892,3,893,883,884,0,0,0,0,
Fri Apr  6 16:00:52 2018, 56.50,22.80,73.04,791,826,880,891,891,889,888,888,880,885,898,892,0,894,883,884,0,0,0,0,
Fri Apr  6 16:05:52 2018, 56.30,22.70,72.86,790,825,879,891,891,888,888,888,880,885,898,891,0,893,884,883,0,0,0,0,
Fri Apr  6 16:10:52 2018, 56.30,22.70,72.86,791,825,879,891,891,888,888,888,880,885,898,892,0,894,883,884,0,0,0,0,
Fri Apr  6 16:15:53 2018, 56.30,22.70,72.86,791,824,879,891,891,888,888,888,880,885,899,891,0,893,884,884,0,0,0,0,
Fri Apr  6 16:20:53 2018, 56.40,22.70,72.86,792,825,880,891,892,888,887,888,880,885,899,892,0,893,884,884,0,0,0,0,
Fri Apr  6 16:25:53 2018, 56.40,22.70,72.86,791,825,879,891,891,889,888,888,880,884,899,891,0,893,882,884,0,0,0,0,
Fri Apr  6 16:30:53 2018, 56.50,22.70,72.86,791,825,879,891,891,889,887,888,881,885,899,892,17,894,884,884,0,0,0,0,
Fri Apr  6 16:35:53 2018, 56.50,22.70,72.86,792,825,880,891,891,889,888,888,880,885,899,892,2,893,883,884,0,0,0,0,
Fri Apr  6 16:40:53 2018, 56.50,22.70,72.86,791,825,880,891,891,889,887,888,880,885,899,892,0,894,884,884,0,0,0,0,
Fri Apr  6 16:45:53 2018, 56.60,22.80,73.04,792,825,879,891,891,889,888,888,880,885,899,892,0,893,884,884,0,0,0,0,
Fri Apr  6 16:50:53 2018, 56.50,22.70,72.86,791,825,878,891,891,888,888,888,879,885,898,891,0,893,884,884,0,0,0,0,
Fri Apr  6 16:55:53 2018, 56.40,22.70,72.86,791,825,879,890,892,888,888,888,880,885,898,891,0,894,884,884,0,0,0,0,
Fri Apr  6 17:00:53 2018, 56.50,22.70,72.86,791,825,879,890,891,889,888,888,879,885,898,891,0,893,884,884,0,0,0,0,
Fri Apr  6 17:05:53 2018, 56.50,22.70,72.86,791,825,879,891,891,888,888,888,880,885,899,892,0,893,884,884,0,0,0,0,
Fri Apr  6 17:10:53 2018, 56.50,22.70,72.86,791,825,880,891,892,888,888,888,880,884,899,892,0,893,884,884,0,0,0,0,
Fri Apr  6 17:15:53 2018, 56.40,22.70,72.86,791,825,879,891,891,888,888,888,880,885,899,892,0,893,884,883,0,0,0,0,
Fri Apr  6 17:20:53 2018, 56.50,22.80,73.04,791,825,879,891,891,889,888,888,880,885,899,891,3,893,884,884,0,0,0,0,
Fri Apr  6 17:25:54 2018, 56.50,22.70,72.86,791,825,880,891,892,889,888,888,879,885,899,891,0,893,884,883,0,0,0,0,
Fri Apr  6 17:30:54 2018, 56.50,22.80,73.04,792,825,879,889,892,888,888,888,878,885,898,892,0,893,884,884,0,0,0,0,
Fri Apr  6 17:35:54 2018, 56.40,22.70,72.86,792,824,879,891,891,888,886,888,880,885,898,891,0,893,884,884,0,0,0,0,
Fri Apr  6 17:40:54 2018, 56.50,22.70,72.86,791,825,879,891,891,889,887,888,880,885,899,892,0,893,883,884,0,0,0,0,
Fri Apr  6 17:45:54 2018, 56.50,22.80,73.04,791,825,878,891,892,888,888,888,880,885,898,892,0,893,884,884,0,0,0,0,
Fri Apr  6 17:50:54 2018, 56.50,22.80,73.04,791,825,879,891,54.00,22.50,72.50,790,824,875,890,891,888,887,888,881,885,899,891,0,892,883,888,0,0,0,0,
Fri Apr  6 17:55:54 2018, 54.00,22.50,72.50,790,824,875,891,890,888,887,888,880,884,899,892,0,893,883,887,0,0,0,0,
Fri Apr  6 18:00:54 2018, 54.00,22.50,72.50,790,824,875,891,891,888,887,888,881,885,899,892,0,893,883,887,0,0,0,0,
Fri Apr  6 18:05:54 2018, 54.00,22.50,72.50,790,824,875,890,891,888,886,888,881,885,899,890,0,893,884,888,0,0,0,0,
Fri Apr  6 18:10:54 2018, 54.00,22.50,72.50,790,824,875,889,891,888,887,888,880,885,899,891,13,891,883,887,0,0,0,0,
Fri Apr  6 18:15:54 2018, 54.10,22.50,72.50,790,824,875,890,891,887,887,888,881,885,898,892,0,893,883,888,0,0,0,0,
Fri Apr  6 18:20:54 2018, 54.10,22.50,72.50,790,824,875,890,890,888,887,889,881,884,899,891,0,893,883,887,0,0,0,0,
Fri Apr  6 18:25:55 2018, 54.00,22.50,72.50,789,824,875,891,891,887,887,888,881,885,898,892,0,893,883,888,0,0,0,0,
Fri Apr  6 18:30:55 2018, 54.00,22.50,72.50,790,824,875,891,891,888,887,888,881,885,899,891,0,892,883,888,0,0,0,0,
Fri Apr  6 18:35:55 2018, 54.00,22.50,72.50,790,824,875,891,890,888,887,888,881,884,900,891,0,893,883,887,0,0,0,0,
Fri Apr  6 18:40:55 2018, 54.00,22.50,72.50,790,824,875,890,891,888,887,888,881,885,899,891,0,893,883,888,0,0,0,0,
Fri Apr  6 18:45:55 2018, 53.90,22.50,72.50,790,824,875,891,891,888,887,888,881,885,899,892,1,893,883,888,0,0,0,0,
Fri Apr  6 18:50:55 2018, 54.00,22.50,72.50,791,824,875,891,890,888,887,888,881,885,899,892,0,893,883,887,0,0,0,0,
Fri Apr  6 18:55:55 2018, 53.90,22.50,72.50,790,823,875,890,891,888,886,888,880,885,899,891,0,893,883,888,0,0,0,0,
Fri Apr  6 19:00:55 2018, 53.80,22.50,72.50,790,823,874,890,891,888,888,888,881,885,899,891,0,892,883,887,0,0,0,0,
Fri Apr  6 19:05:55 2018, 53.80,22.50,72.50,790,824,875,890,891,888,887,888,880,885,899,891,0,892,883,887,0,0,0,0,
Fri Apr  6 19:10:56 2018, 53.80,22.50,72.50,790,824,875,891,891,888,887,888,881,885,899,891,0,893,883,887,0,0,0,0,
Fri Apr  6 19:15:56 2018, 53.80,22.50,72.50,790,824,875,890,891,888,887,888,881,885,899,892,0,893,883,888,0,0,0,0,
Fri Apr  6 19:20:56 2018, 53.90,22.50,72.50,790,823,875,891,891,888,887,888,881,885,899,890,3,893,883,888,0,0,0,0,
Fri Apr  6 19:25:56 2018, 53.90,22.50,72.50,791,824,875,891,891,888,887,888,881,885,899,892,0,893,883,888,0,0,0,0,
Fri Apr  6 19:30:56 2018, 53.90,22.50,72.50,790,824,875,891,890,888,887,888,881,885,899,891,0,893,883,888,0,0,0,0,
Fri Apr  6 19:35:56 2018, 54.00,22.50,72.50,790,824,875,891,891,888,887,888,881,886,899,892,0,893,883,887,0,0,0,0,
Fri Apr  6 19:40:56 2018, 54.00,22.50,72.50,790,824,875,891,891,888,887,888,880,885,899,891,0,893,883,888,0,0,0,0,
Fri Apr  6 19:45:56 2018, 54.10,22.50,72.50,790,824,875,891,891,888,887,889,881,885,899,891,0,892,884,887,0,0,0,0,
Fri Apr  6 19:50:56 2018, 54.00,22.50,72.50,790,824,875,891,891,888,887,888,881,885,899,892,0,892,884,887,0,0,0,0,
Fri Apr  6 19:55:56 2018, 54.10,22.50,72.50,790,824,874,891,890,888,887,888,881,883,899,891,0,893,883,887,0,0,0,0,
Fri Apr  6 20:00:56 2018, 54.00,22.50,72.50,790,824,875,891,891,889,887,888,881,885,899,891,0,893,884,887,0,0,0,0,
Fri Apr  6 20:05:57 2018, 54.00,22.50,72.50,789,824,875,890,891,888,887,888,881,885,899,892,0,893,883,888,0,0,0,0,
Fri Apr  6 20:10:57 2018, 54.00,22.50,72.50,790,823,875,891,892,888,887,888,881,885,899,892,0,893,883,888,0,0,0,0,
Fri Apr  6 20:15:57 2018, 53.90,22.50,72.50,790,824,874,891,891,888,887,888,881,885,899,891,9,893,883,888,0,0,0,0,
Fri Apr  6 20:20:57 2018, 53.90,22.50,72.50,790,823,874,890,890,887,887,888,880,885,899,891,0,892,883,887,0,0,0,0,
Fri Apr  6 20:25:57 2018, 53.90,22.50,72.50,789,823,876,890,891,888,887,888,881,885,899,891,0,893,883,887,0,0,0,0,
Fri Apr  6 20:30:57 2018, 53.80,22.50,72.50,790,824,875,890,891,888,887,889,880,885,899,891,0,893,884,888,0,0,0,0,
Fri Apr  6 20:35:57 2018, 53.80,22.50,72.50,792,824,875,890,891,888,887,888,880,885,899,891,0,892,884,887,0,0,0,0,
Fri Apr  6 20:40:57 2018, 53.90,22.50,72.50,790,824,876,891,891,888,887,888,881,885,898,891,2,893,883,887,0,0,0,0,
Fri Apr  6 20:45:57 2018, 53.90,22.50,72.50,790,823,875,890,891,888,887,888,880,885,899,892,0,892,883,888,0,0,0,0,
Fri Apr  6 20:50:57 2018, 53.90,22.50,72.50,789,825,875,891,890,888,887,888,881,884,899,892,0,893,883,887,0,0,0,0,
Fri Apr  6 20:55:57 2018, 53.90,22.50,72.50,790,824,875,890,891,889,887,888,881,885,899,892,13,893,883,887,0,0,0,0,
Fri Apr  6 21:00:57 2018, 53.80,22.50,72.50,790,824,874,891,891,888,888,887,881,885,899,892,0,893,883,888,0,0,0,0,
Fri Apr  6 21:05:57 2018, 53.90,22.50,72.50,790,824,875,890,891,888,887,888,880,885,899,892,0,893,883,888,0,0,0,0,
Fri Apr  6 21:10:58 2018, 53.80,22.50,72.50,790,824,875,891,891,888,887,888,881,885,899,891,0,893,883,887,0,0,0,0,
Fri Apr  6 21:15:58 2018, 53.80,22.50,72.50,790,824,875,890,891,887,887,888,881,885,899,892,0,893,883,888,0,0,0,0,
Fri Apr  6 21:20:58 2018, 54.00,22.50,72.50,790,824,875,891,891,888,887,888,881,885,899,892,3,893,882,888,0,0,0,0,
Fri Apr  6 21:25:58 2018, 54.00,22.50,72.50,790,824,875,891,890,889,887,888,881,885,899,891,12,893,883,888,0,0,0,0,
Fri Apr  6 21:30:58 2018, 54.00,22.50,72.50,790,823,875,890,891,888,887,888,881,885,899,891,0,893,883,887,0,0,0,0,
Fri Apr  6 21:35:58 2018, 53.90,22.50,72.50,790,824,875,89153.80,21.70,71.06,787,818,870,889,890,888,886,888,881,885,897,890,0,890,882,887,0,0,0,0,
Fri Apr  6 21:40:58 2018, 53.80,21.70,71.06,787,818,870,889,890,887,886,888,881,885,897,891,0,891,882,888,0,0,0,0,
Fri Apr  6 21:45:58 2018, 53.80,21.70,71.06,788,819,869,889,890,887,886,887,881,885,897,891,0,891,882,887,0,0,0,0,
Fri Apr  6 21:50:58 2018, 53.80,21.70,71.06,787,818,869,889,890,887,886,888,881,884,897,891,0,891,881,887,0,0,0,0,
Fri Apr  6 21:55:58 2018, 53.90,21.70,71.06,786,819,870,889,890,887,886,887,881,885,897,891,0,891,881,888,0,0,0,0,
Fri Apr  6 22:00:58 2018, 53.90,21.70,71.06,787,818,870,889,890,887,886,888,881,885,897,891,0,891,882,887,0,0,0,0,
Fri Apr  6 22:05:59 2018, 53.80,21.70,71.06,787,818,870,890,890,888,886,888,881,884,897,891,0,891,881,887,0,0,0,0,
Fri Apr  6 22:10:59 2018, 53.80,21.70,71.06,787,818,870,889,890,887,886,888,881,885,897,891,0,891,881,887,0,0,0,0,
Fri Apr  6 22:15:59 2018, 53.80,21.70,71.06,788,819,869,889,890,887,886,888,881,885,897,891,0,891,882,887,0,0,0,0,
Fri Apr  6 22:20:59 2018, 53.80,21.70,71.06,788,819,870,889,890,887,886,887,881,884,897,891,0,891,881,887,0,0,0,0,
Fri Apr  6 22:25:59 2018, 53.80,21.70,71.06,787,818,870,889,890,887,886,888,880,884,897,891,0,891,881,887,0,0,0,0,
Fri Apr  6 22:30:59 2018, 53.80,21.70,71.06,787,817,870,889,890,888,886,888,881,885,897,891,0,891,881,887,0,0,0,0,
Fri Apr  6 22:35:59 2018, 53.80,21.70,71.06,787,818,870,889,889,888,886,888,881,884,897,890,0,891,882,887,0,0,0,0,
Fri Apr  6 22:40:59 2018, 53.90,21.70,71.06,788,818,870,890,890,888,887,888,881,885,897,890,0,891,882,887,0,0,0,0,
Fri Apr  6 22:45:59 2018, 53.80,21.70,71.06,788,818,870,889,890,888,886,888,881,884,897,891,0,891,881,887,0,0,0,0,
Fri Apr  6 22:50:59 2018, 53.90,21.70,71.06,788,817,870,889,890,887,885,888,881,885,898,890,0,891,882,887,0,0,0,0,
Fri Apr  6 22:55:59 2018, 53.80,21.70,71.06,787,818,870,890,890,888,886,888,881,884,897,890,6,891,881,887,0,0,0,0,
Fri Apr  6 23:00:59 2018, 53.80,21.70,71.06,787,818,869,889,890,887,887,888,881,884,897,891,0,891,881,887,0,0,0,0,
Fri Apr  6 23:05:59 2018, 53.80,21.70,71.06,787,818,870,889,890,887,887,888,880,884,897,891,0,891,881,887,0,0,0,0,
Fri Apr  6 23:10:59 2018, 53.80,21.70,71.06,787,818,870,889,890,887,886,888,881,884,897,891,0,891,882,887,0,0,0,0,
Fri Apr  6 23:16:00 2018, 53.80,21.70,71.06,787,818,870,889,890,887,886,888,881,884,897,891,0,891,882,887,0,0,0,0,
Fri Apr  6 23:21:00 2018, 53.80,21.70,71.06,787,819,870,889,890,887,887,888,881,885,897,891,0,891,882,886,0,0,0,0,
Fri Apr  6 23:26:00 2018, 53.90,21.70,71.06,787,818,870,889,890,887,887,888,881,885,897,891,0,892,881,887,0,0,0,0,
Fri Apr  6 23:31:00 2018, 53.80,21.70,71.06,787,818,870,889,890,887,886,887,881,884,897,891,0,892,881,887,0,0,0,0,
Fri Apr  6 23:36:00 2018, 53.70,21.70,71.06,787,818,870,889,890,887,886,887,881,884,897,891,0,892,881,887,0,0,0,0,
Fri Apr  6 23:41:00 2018, 53.80,21.70,71.06,787,818,870,889,890,887,886,888,881,885,897,891,2,892,881,887,0,0,0,0,
Fri Apr  6 23:46:00 2018, 53.70,21.70,71.06,787,818,870,890,890,887,886,888,881,884,898,891,0,891,881,887,0,0,0,0,
Fri Apr  6 23:51:00 2018, 53.70,21.70,71.06,787,818,870,889,890,888,887,888,881,885,898,891,0,891,882,887,0,0,0,0,
Fri Apr  6 23:56:00 2018, 53.80,21.70,71.06,788,817,870,890,890,888,886,888,881,884,897,891,0,892,881,887,0,0,0,0,
Sat Apr  7 00:01:00 2018, 53.70,21.70,71.06,788,817,870,889,890,888,886,888,881,884,898,891,0,892,882,887,0,0,0,0,
Sat Apr  7 00:06:00 2018, 53.80,21.70,71.06,788,818,870,890,890,888,887,888,881,884,897,891,0,891,882,887,0,0,0,0,
Sat Apr  7 00:11:00 2018, 53.80,21.70,71.06,788,818,870,890,890,887,886,888,881,884,897,891,2,892,881,887,0,0,0,0,
Sat Apr  7 00:16:00 2018, 53.80,21.70,71.06,787,818,870,889,890,887,886,887,881,885,897,891,0,892,881,887,0,0,0,0,
Sat Apr  7 00:21:00 2018, 53.70,21.70,71.06,788,818,869,889,890,887,886,887,881,884,898,891,0,891,882,888,0,0,0,0,
Sat Apr  7 00:26:00 2018, 53.70,21.70,71.06,787,818,870,889,890,888,886,888,880,885,897,890,0,891,882,888,0,0,0,0,
Sat Apr  7 00:31:01 2018, 53.70,21.70,71.06,787,818,870,889,889,888,886,888,881,884,898,890,0,892,881,887,0,0,0,0,
Sat Apr  7 00:36:01 2018, 53.70,21.70,71.06,787,818,870,889,890,888,886,888,881,884,897,891,16,891,881,887,0,0,0,0,
Sat Apr  7 00:41:01 2018, 53.70,21.70,71.06,788,818,870,889,890,888,886,888,881,884,898,891,1,892,881,887,0,0,0,0,
Sat Apr  7 00:46:01 2018, 53.70,21.70,71.06,786,818,870,890,890,887,886,888,881,884,897,891,0,891,882,887,0,0,0,0,
Sat Apr  7 00:51:01 2018, 53.70,21.70,71.06,788,818,869,890,890,888,886,888,881,884,897,891,0,891,880,887,0,0,0,0,
Sat Apr  7 00:56:01 2018, 53.70,21.70,71.06,787,818,870,889,890,887,887,888,881,884,897,891,0,891,881,887,0,0,0,0,
Sat Apr  7 01:01:01 2018, 53.80,21.70,71.06,787,818,869,889,890,887,886,888,881,884,897,891,0,891,882,887,0,0,0,0,
Sat Apr  7 01:06:01 2018, 53.80,21.70,71.06,787,818,869,889,890,887,887,888,881,885,897,890,0,891,882,887,0,0,0,0,
Sat Apr  7 01:11:01 2018, 53.70,21.70,71.06,788,818,869,889,890,887,886,888,880,885,898,890,0,892,881,887,0,0,0,0,
Sat Apr  7 01:16:01 2018, 53.80,21.70,71.06,787,817,870,889,890,888,886,888,881,884,897,891,0,891,882,887,0,0,0,0,
Sat Apr  7 01:21:01 2018, 53.80,21.70,71.06,787,818,870,889,52.80,21.60,70.88,785,816,865,889,890,887,886,887,882,884,898,891,0,890,881,888,0,0,0,0,
Sat Apr  7 01:26:01 2018, 52.70,21.60,70.88,786,816,866,890,890,888,886,888,881,885,898,890,14,891,881,889,0,0,0,0,
Sat Apr  7 01:31:02 2018, 52.80,21.60,70.88,786,816,866,889,890,887,886,888,882,884,898,891,0,890,881,888,0,0,0,0,
Sat Apr  7 01:36:02 2018, 52.80,21.60,70.88,786,816,865,889,890,887,886,888,882,884,897,891,0,891,882,888,0,0,0,0,
Sat Apr  7 01:41:02 2018, 52.80,21.60,70.88,786,816,865,889,891,887,886,888,882,885,897,891,0,891,881,888,0,0,0,0,
Sat Apr  7 01:46:02 2018, 52.80,21.60,70.88,785,816,866,889,890,887,886,888,882,884,898,891,0,890,881,888,0,0,0,0,
Sat Apr  7 01:51:02 2018, 52.80,21.60,70.88,785,816,865,889,890,887,886,888,881,885,897,890,0,891,881,888,0,0,0,0,
Sat Apr  7 01:56:02 2018, 52.80,21.60,70.88,785,817,866,889,891,887,886,888,881,885,897,890,0,891,881,888,0,0,0,0,
Sat Apr  7 02:01:02 2018, 52.90,21.60,70.88,786,816,866,889,890,888,886,888,882,884,898,891,2,891,881,888,0,0,0,0,
Sat Apr  7 02:06:02 2018, 52.80,21.60,70.88,784,816,866,889,891,887,886,888,881,885,897,891,0,891,881,889,0,0,0,0,
Sat Apr  7 02:11:02 2018, 52.80,21.60,70.88,785,816,866,889,889,887,886,888,882,884,897,891,0,891,881,888,0,0,0,0,
Sat Apr  7 02:16:02 2018, 52.80,21.60,70.88,786,816,866,888,890,887,886,888,882,884,897,891,0,890,881,889,0,0,0,0,
Sat Apr  7 02:21:02 2018, 52.80,21.60,70.88,785,817,865,889,890,887,886,887,882,885,897,891,0,891,881,888,0,0,0,0,
Sat Apr  7 02:26:02 2018, 52.80,21.60,70.88,785,817,866,889,890,887,886,888,882,885,897,890,0,891,881,888,0,0,0,0,
Sat Apr  7 02:31:03 2018, 52.80,21.60,70.88,785,816,866,889,890,887,886,888,882,884,898,891,0,889,881,888,0,0,0,0,
Sat Apr  7 02:36:03 2018, 52.80,21.60,70.88,786,816,866,889,890,887,886,888,882,884,897,891,0,891,881,888,0,0,0,0,
Sat Apr  7 02:41:03 2018, 52.80,21.60,70.88,786,816,866,888,890,887,886,889,881,884,898,891,0,890,881,889,0,0,0,0,
Sat Apr  7 02:46:03 2018, 52.80,21.60,70.88,785,816,866,889,890,887,886,888,882,884,897,891,0,891,881,888,0,0,0,0,
Sat Apr  7 02:51:03 2018, 52.70,21.60,70.88,785,815,866,889,890,886,886,888,882,884,897,891,14,891,881,888,0,0,0,0,
Sat Apr  7 02:56:03 2018, 52.80,21.60,70.88,786,816,866,889,891,887,886,888,882,884,897,891,3,891,881,888,0,0,0,0,
Sat Apr  7 03:01:03 2018, 52.80,21.60,70.88,786,816,866,889,890,887,886,888,882,884,897,891,4,891,881,889,0,0,0,0,
